nodes,captures,enpassants,castles,promotions,direct_checks,single_discovered_check,direct_discovered_check,double_discovered_check,total_checks,direct_checkmate,single_discovered_checkmate,direct_discoverd_checkmate,double_discoverd_checkmate,total_mates
9474494197434,1358244536858,27473466,0,1976268,159102092748,2382687871,642967853,0,162127748472,140087217,103644,1589539,0,141780400
10944964399714,1632889774543,279233543,0,74256292,175835728702,2341391025,685799940,0,178862919667,133843969,95829,1512099,0,135451897
11836746439263,1582867404080,29100091,0,1979228,189691573143,2681619619,729713593,0,193102906355,144828493,110349,1607887,0,146546729
13557033791173,1922976171541,30894864,0,1972636,211607113224,2854203039,783012332,0,215244328595,157907919,93711,1617617,0,159619247
11208295138614,1533813190621,121836750,0,8592856,178909328359,2561054404,697799271,0,182168182034,142012762,105814,1272624,0,143391200
11802060542011,1589697058266,332015563,0,5607608,190645273274,2751736556,753026696,0,194150036526,144594706,104603,1610805,0,146310114
15160160363289,2226878333446,339150677,0,102867980,211423637770,2890032230,751524544,0,215065194544,165310815,115284,1564235,0,166990334
6877931068318,976955213838,24600690,0,1983820,111347651256,1141098501,240308408,0,112729058165,118378970,101138,731487,0,119211595
6314615208526,919521065733,23904492,0,1983820,105138982816,1139689327,243523641,0,106522195784,118592398,101296,735340,0,119429034
9233296222669,1268713274632,26800286,0,1983796,141643533536,1286885413,277752265,0,143208171214,123891698,101312,733770,0,124726780
10129745862047,1488779676836,20500688,0,1982076,152323352497,1350756886,283892085,0,153958001468,124919002,101300,733893,0,125754195
11455563309726,1804039501847,11596264,0,2050736,187558091276,2560534176,557054620,0,190675680072,133671198,102614,1278255,0,135052067
11072243304651,1694503890545,27088130,0,394444,330136623656,16999256175,5621863634,0,352757743465,478817792,223603,26432453,0,505473848
20319790600751,2961334186663,43897090,0,2216596,443176133093,54190518692,12109296518,0,509475948303,1444281031,4002333,69608376,0,1517891740
6801341053943,969929522757,25905993,0,2095256,130211955011,1065644499,313666295,0,131591265805,635656040,2452432,246792,0,638355264
10629903720263,1419926503597,27757781,0,2090520,180829287885,1479690269,424304156,0,182733282310,739344973,2341459,316039,0,742002471
15653590616957,2095264175970,28341797,0,3817004,277545274569,3446655653,556358722,0,281548288944,1012788286,2799046,292868,0,1015880200
11538472327229,1552874100684,27780851,0,2091352,255697488754,1632497271,463628339,0,257793614364,977056831,3248804,22628430,0,1002934065
10559995553103,1316571022657,29943688,0,2110916,59489253242,121689784,34409477,0,59645352503,146292797,67075,15113,0,146374985
1076319096307,112785445989,2861225,0,0,12816633526,59164277,5939139,0,12881736942,40042660,3756,16769,0,40063185
9806508346300,1236041144221,27692819,0,1983040,163090489570,2695647143,665113509,0,166451250222,141159851,103930,1594135,0,142857916
9809684736517,1252552924285,21734828,0,1976736,168926517130,2553665867,673147988,0,172153330985,140302644,103509,1596852,0,142003005
10146250069115,1371642543035,13304653,0,2123332,60512107319,118997448,33566370,0,60664671137,137241580,62369,14630,0,137318579
9802125991310,1328096390212,25140873,0,439260,164506400077,1298926252,294294859,0,166099621188,113369930,91296,705259,0,114166485
11968928796911,1612117739312,28323653,0,1896160,202984299924,1242907707,287645207,0,204514852838,132149496,101994,658937,0,132910427
8569489768534,1302710707351,36592984,0,1368080,159525412618,3075353541,606172382,0,163206938541,2755421374,19683139,36356065,0,2811460578
8578276986129,1144087893701,43212604,0,2162572,153355568875,3476287933,804827205,0,157636684013,101108131,484128,798147,0,102390406
11099971662879,1438417429398,48900764,0,2157736,187844961782,4175583857,988506597,0,193009052236,107066090,489614,818577,0,108374281
12359793982097,1643065453358,51116420,0,2157072,201163611866,4224671791,1025295215,0,206413578872,94858988,556472,1433315,0,96848775
14254435377117,1943002564741,57750335,0,4295144,232819197395,4511319423,1105789163,0,238436305981,143473634,578877,1613598,0,145666109
8914514550627,1323218084843,37423538,0,2162632,158827836264,3698611784,850598773,0,163377046821,154313292,578765,1516380,0,156408437
11345111661385,1574731017855,44977962,0,1988872,206568754789,4200354484,569066222,0,211338175495,1426280122,11949391,896988,0,1439126501
9832394641367,1371738556419,27192637,0,1972660,164049418478,2465012722,668178554,0,167182609754,140030208,103910,1592645,0,141726763
9042315059333,1288076976075,25575812,0,1972668,153175230375,2294084633,618594665,0,156087909673,138186689,103373,1586193,0,139876255
8516829648358,1222749526709,25832611,0,1972660,146084729328,2277716181,611855408,0,148974300917,136820277,103463,1582914,0,138506654
7343147666960,1083681249137,24260099,0,1972668,128886395661,2076866345,550724285,0,131513986291,123980514,102905,1561241,0,125644660
8723541769392,1254120011719,25903524,0,1972636,147624586148,2285448040,616937023,0,150526971211,137020661,103508,1580380,0,138704549
10227884986167,1410304372676,27411030,0,1971748,167776758007,2479751757,673101592,0,170929611356,139469796,103963,1592119,0,141165878
10796362866817,1482848236388,27101918,0,1971748,175198006026,2494059148,678099512,0,178370164686,140640221,103876,1597985,0,142342082
11672571659403,1576669941921,28740752,0,1972600,186799083505,2673951446,729327164,0,190202362115,142451371,104421,1607604,0,144163396
11608710218626,1575791498561,28502479,0,1972652,185378069197,2637096061,716004994,0,188731170252,132728180,104198,1597955,0,134430333
9288971980930,1280457264991,26703629,0,1976136,155684290612,2371976788,632532704,0,158688800104,131676228,103551,1630961,0,133410740
9998095014475,1381950017965,27207541,0,1976144,164070286639,2478527855,672129417,0,167220943911,103224842,3738,1668878,0,104897458
12503621071164,1706647129321,27783581,0,1971528,204576558987,2756042854,750789890,0,208083391731,982113071,3496075,1729134,0,987338280
13445898182968,1963540462920,27135409,0,1970752,218917107874,2697377654,763048687,0,222377534215,1050061040,3499181,2087165,0,1055647386
14852853277845,1948713841724,31788471,0,2115856,230706186354,3084717716,839959991,0,234630864061,168348048,115760,1748931,0,170212739
