nodes,captures,enpassants,castles,promotions,direct_checks,single_discovered_check,direct_discovered_check,double_discovered_check,direct_checkmate,single_discovered_checkmate,direct_discoverd_checkmate,double_discoverd_checkmate,started_at,finished_at,nps,occurrences,hash,fen,account_id,worker_id,name
251648340,45846187,85956,3335313,10604,3982634,24262,3504,0,33592,0,8,0,1739401464,1739401467,8.3882784e+07,1,4764764721542292534,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/P1N2Q2/1PPBBPpP/R3K2R w KQkq - 0 1,1,0,Timmoth
237748773,47851024,84874,5641969,8572,3780741,21179,2790,0,34603,0,8,0,1739401464,1739401467,1.5849918e+08,2,6849574564603054017,r3k2r/p1ppqpb1/bn2pnp1/3PN3/4P3/p1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
191728335,41637880,73894,5065519,8368,3125298,20494,2775,0,29834,0,8,0,1739401464,1739401467,6.3909444e+07,1,8273794915973314842,r3k2r/p1ppqpb1/bn2pnp1/3PN3/4P3/P1p2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
213231679,41605435,78413,5259933,8368,3579373,20882,2787,0,33165,0,8,0,1739401464,1739401467,7.1077224e+07,1,1920252664518166574,r3k2r/p1ppqpb1/bn2pnp1/3PN3/4P3/PpN2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
232540523,47155608,3792,5828879,0,4238942,38149,3087,0,31552,0,8,0,1739401464,1739401467,7.7513504e+07,1,3983144549906649238,r3k2r/p1ppqpb1/bn3np1/3pN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
233298015,50272948,42,5786619,10204,3632270,15017,1110,0,33599,0,0,0,1739401464,1739401467,7.776601e+07,1,11108353838906409958,r3k2r/p2pqpb1/bnp1pnp1/3PN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
210260239,38606366,82644,5279474,916,5279630,24304,1636,0,27150,0,4,0,1739401464,1739401467,7.0086744e+07,1,3596326031078037808,r3k2r/p1p1qpb1/bn1ppnp1/3PN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
344140913,71477356,107877,8015715,11828,8072927,70507,4240,0,144897,0,8,0,1739401464,1739401468,8.603523e+07,1,13107004612513789774,r3k2r/p1ppqpb1/bn2p1p1/3PN3/1p2n3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
247790733,49994755,4143,5944066,0,5680610,51294,3198,0,114522,0,8,0,1739401464,1739401467,8.259691e+07,1,10933714415835991297,r3k2r/p1ppqpb1/bn2p1p1/3nN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
258055883,57139720,90236,6153404,11164,6141491,54186,3704,0,125256,0,8,0,1739401464,1739401467,8.6018624e+07,1,10768522871070736689,r3k2r/p1ppqpb1/bn2p1p1/3PN3/1p2P1n1/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
240059599,49313035,87718,5889955,9320,5411472,49250,3179,0,117341,0,8,0,1739401464,1739401467,8.0019864e+07,1,10426315674409624839,r3k2r/p1ppqpb1/bn2p1p1/3PN2n/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
176005365,31109751,69752,4575890,3348,2897505,19746,2574,0,29607,0,0,0,1739401464,1739401468,4.400134e+07,1,14358166092537189027,r1b1k2r/p1ppqpb1/1n2pnp1/3PN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
219056538,46464584,80611,5431312,8840,3652977,21046,2821,0,35845,0,8,0,1739401464,1739401468,5.4764136e+07,1,584482692392488849,r3k2r/p1ppqp2/bn2pnpb/3PN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
233914257,45454689,83676,5842151,13632,3646602,22146,3015,0,32373,0,8,0,1739401464,1739401469,4.6782852e+07,1,10234267574446946814,1r2k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQk - 0 1,1,0,Timmoth
205953591,40233725,77096,5120626,4520,3265307,20072,2619,0,30921,0,8,0,1739401464,1739401468,5.1488396e+07,1,63620751995467503,2r1k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQk - 0 1,1,0,Timmoth
226864590,45323348,82352,5684694,8444,3603459,21560,2898,0,33213,0,4,0,1739401464,1739401469,4.537292e+07,1,12561124697934153916,r3k3/p1ppqpb1/bn2pnp1/3PN3/1p2P2r/P1N2Q1p/1PPBBPPP/R3K2R w KQq - 0 1,1,0,Timmoth
222879287,45667381,80728,5589802,8168,3468641,20982,2951,0,30023,0,4,0,1739401464,1739401469,4.4575856e+07,1,5690622995232317932,r3k3/p1ppqpb1/bn2pnp1/3PN2r/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQq - 0 1,1,0,Timmoth
284039145,56492617,18939,7041581,12088,5762200,25736,3532,0,83987,0,0,0,1739401464,1739401469,5.6807828e+07,1,3714402006131527687,r3k2r/p1pp1pb1/bn2pnp1/2qPN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
234766388,45976690,81042,5881898,3612,4676128,23646,3089,0,70618,0,0,0,1739401464,1739401469,4.6953276e+07,1,16003456970730239777,r3k2r/p1pp1pb1/bn1qpnp1/3PN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
195016525,37476771,74752,4845871,23888,3325746,7331,1095,0,7524,0,8,0,1739401464,1739401469,3.9003304e+07,1,214708982596778422,r4rk1/p1ppqpb1/bn2pnp1/3PN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQ - 0 1,1,0,Timmoth
209213170,41108293,76907,5180039,25808,4773750,16053,2652,0,92993,0,0,0,1739401464,1739401469,4.1842632e+07,1,4279743763071075431,2kr3r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQ - 0 1,1,0,Timmoth
228844138,38370600,80638,2916076,10196,3728553,23273,3344,0,31787,0,8,0,1739401464,1739401469,4.5768828e+07,1,16306012040697757624,r3k2r/p1ppqpb1/bn2pnp1/3PN3/Pp2P3/2N2Q2/1PPBBPpP/R3K2R w KQkq - 0 1,1,0,Timmoth
203653195,43887235,77289,5203258,8368,3234784,20640,2773,0,30909,0,8,0,1739401464,1739401469,4.073064e+07,1,15170132806314156692,r3k2r/p1ppqpb1/bn2pnp1/3PN3/P3P3/2p2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
213094340,41749283,78491,5138147,8368,3572864,20872,2785,0,33178,0,8,0,1739401464,1739401469,4.2618868e+07,1,13471203638726955936,r3k2r/p1ppqpb1/bn2pnp1/3PN3/P3P3/1pN2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
211813790,40051675,3677,5229080,0,3976687,36739,2938,0,29904,0,8,0,1739401464,1739401469,4.236276e+07,1,10886246035691621144,r3k2r/p1ppqpb1/bn3np1/3pN3/Pp2P3/2N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
187159366,35160260,72717,4656155,8308,3312669,32747,5185,0,34348,0,16,0,1739401464,1739401469,3.7431872e+07,1,4118238390470468379,r3k2r/p1ppqpb1/bn2pn2/3PN1p1/Pp2P3/2N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
211883120,42785810,84,5182931,9800,3395977,14612,1080,0,31818,0,0,0,1739401464,1739401470,3.5313852e+07,1,4214669120471455848,r3k2r/p2pqpb1/bnp1pnp1/3PN3/Pp2P3/2N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
185723177,33412744,84,4598228,9756,3191374,23568,2863,0,29363,0,8,0,1739401464,1739401470,3.0953862e+07,1,5641933520932039116,r3k2r/p2pqpb1/bn2pnp1/2pPN3/Pp2P3/2N2Q1p/1PPBBPPP/R3K2R w KQkq c6 0 1,1,0,Timmoth
191115839,32359653,77542,4725801,896,4884646,23238,1561,0,25573,0,4,0,1739401464,1739401470,3.185264e+07,1,10501823352677253822,r3k2r/p1p1qpb1/bn1ppnp1/3PN3/Pp2P3/2N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
211843096,43248754,78669,4885336,8628,3457970,20423,2684,0,33126,0,8,0,1739401464,1739401470,3.5307184e+07,1,15191917813187746185,r3k2r/p1ppqpb1/b3pnp1/3PN3/np2P3/2N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
181501744,34614418,3249,4256372,0,2956961,18379,2303,0,24588,0,8,0,1739401464,1739401470,3.025029e+07,1,15736215261539240052,r3k2r/p1ppqpb1/b3pnp1/3nN3/Pp2P3/2N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
153484147,27354961,65801,3739993,3084,2606785,16758,2031,0,23872,0,0,0,1739401464,1739401469,3.0696828e+07,1,17947418772142458768,r1n1k2r/p1ppqpb1/b3pnp1/3PN3/Pp2P3/2N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
315182303,61156692,101748,7232573,11392,7534394,67487,4059,0,134821,0,8,0,1739401464,1739401471,4.5026044e+07,1,1562784849563299008,r3k2r/p1ppqpb1/bn2p1p1/3PN3/Pp2n3/2N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
225582173,42379905,4018,5327358,0,5268171,48790,3042,0,105861,0,8,0,1739401464,1739401470,3.7597028e+07,1,4028774014047983247,r3k2r/p1ppqpb1/bn2p1p1/3nN3/Pp2P3/2N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
234600592,48573262,84706,5507013,10740,5694604,51615,3536,0,115960,0,8,0,1739401464,1739401470,3.9100096e+07,1,3829244636305038015,r3k2r/p1ppqpb1/bn2p1p1/3PN3/Pp2P1n1/2N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
218037912,41759204,82311,5271393,8936,5011815,46820,3026,0,108477,0,8,0,1739401464,1739401470,3.6339652e+07,1,3523214686992121481,r3k2r/p1ppqpb1/bn2p1p1/3PN2n/Pp2P3/2N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
170536193,32794200,70583,4208370,3184,2803045,17552,2152,0,25240,0,0,0,1739401464,1739401466,8.5268096e+07,1,6433187019524267038,r1n1k2r/p1ppqpb1/b3pnp1/3PN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
206560591,41681872,77692,5215384,8676,3551943,34346,5467,0,36359,0,16,0,1739401464,1739401467,6.885353e+07,1,11057362057807607957,r3k2r/p1ppqpb1/bn2pn2/3PN1p1/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
205106858,39978896,42,5146918,10160,3421993,24552,3008,0,31058,0,8,0,1739401464,1739401467,6.836895e+07,1,17156853583926964802,r3k2r/p2pqpb1/bn2pnp1/2pPN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq c6 0 1,1,0,Timmoth
200802178,41136909,3353,4776302,0,3171344,19223,2435,0,25957,0,8,0,1739401464,1739401467,6.693406e+07,1,8806520387329315834,r3k2r/p1ppqpb1/b3pnp1/3nN3/1p2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
210283770,44166425,77732,5100963,9004,3481636,21005,2825,0,32954,0,8,0,1739401464,1739401467,7.009459e+07,1,17668225770380215734,r3k2r/p1ppqpb1/b3pnp1/3PN3/np2P3/P1N2Q1p/1PPBBPPP/R3K2R w KQkq - 0 1,1,0,Timmoth
