nodes,captures,enpassants,castles,promotions,direct_checks,single_discovered_check,direct_discovered_check,double_discovered_check,direct_checkmate,single_discovered_checkmate,direct_discoverd_checkmate,double_discoverd_checkmate,started_at,finished_at,nps,occurrences,hash,fen,account_id,worker_id,name
263907660,60266273,72,5590471,33918944,17090452,5579,206,0,97007,50,0,0,1739402024,1739402028,6.5976916e+07,1,12967040411574346163,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1P2P3/2N2Q2/1PPBBPpP/R3K2R b KQkq - 0 1,1,0,Timmoth
302752199,68512742,13096,6108982,36384460,18228884,8988,246,0,119213,50,0,0,1739402024,1739402028,1.513761e+08,2,1963712447394490294,r3k2r/p1ppqpb1/bn2Pnp1/4N3/1p2P3/P1N2Q2/1PPBBPpP/R3K2R b KQkq - 0 1,1,0,Timmoth
275857144,62242225,77136,5755604,34854080,17553184,6387,246,0,124379,66,0,0,1739402024,1739402028,6.896429e+07,1,1431048794865058638,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/P4Q2/NPPBBPpP/R3K2R b KQkq - 0 1,1,0,Timmoth
209336934,46269322,10059,4391389,25434404,12115902,84316,833,0,1042426,2172,7,0,1739402024,1739402028,1.04668464e+08,2,3185612836129118175,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/P1N2Q2/1PPB1PpP/R2BK2R b KQkq - 0 1,1,0,Timmoth
353589825,91232900,15139,7461335,48255480,12603672,134839,1390,0,179821,5070,4,0,1739402024,1739402030,1.1786327e+08,2,3575677500639030933,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/P1N2Q2/1PPB1PpP/R3KB1R b KQkq - 0 1,1,0,Timmoth
321977874,75600513,9826,6739832,40185816,20164975,10243,706,0,133364,26,0,0,1739402024,1739402030,1.0732596e+08,2,2147595497989406073,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/P1N3Q1/1PPBBPpP/R3K2R b KQkq - 0 1,1,0,Timmoth
233432839,51469174,70,3684049,3068968,3173995,16140,549,0,13125,0,0,0,1739402027,1739402031,1.16716416e+08,2,9833069114370003281,r3k2r/p1pNqpb1/bn2pnp1/3P4/4P3/p1N2Q1p/1PPBBPPP/R3K2R b KQkq - 0 1,1,0,Timmoth
150470979,29289489,57,3512355,1202848,3529232,28709,413,0,31789,0,0,0,1739402030,1739402033,1.00313984e+08,2,6788287905624383778,r3k2r/p1ppqpb1/bn2pnp1/3PN3/4P3/P1p2QPp/1PPBBP1P/R3K2R b KQkq - 0 1,1,0,Timmoth
147598438,29543836,19,3460791,1165688,3746632,4469,388,0,27903,0,0,0,1739402030,1739402033,4.919948e+07,1,4196636024547307497,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1P2P3/P1p2Q1p/2PBBPPP/R3K2R b KQkq b3 0 1,1,0,Timmoth
193855091,40303629,21,4572167,2258984,2574891,4764,436,0,6086,0,0,0,1739402033,1739402036,6.4618364e+07,1,4766342221532403369,r3k2r/p1ppqpb1/bn2pnp1/3PN3/P3P3/1pN2Q1p/1PPBBPPP/R3K2R b KQkq - 0 1,1,0,Timmoth
196141315,43496538,96,4527453,2912744,5492996,35123,700,0,45344,0,0,0,1739402033,1739402036,1.3076088e+08,2,7321801401069744293,r3k2r/p1ppqpb1/bn2pnp1/3PN3/4P1Q1/P1p4p/1PPBBPPP/R3K2R b KQkq - 0 1,1,0,Timmoth
169868298,35786173,62,3921456,2590876,5632611,13089,2296,0,30781,0,16,0,1739402033,1739402036,1.13245536e+08,2,2716787262603055444,r3k2r/p1ppqpb1/bn2pnp1/3PN3/4P3/P1p2Q1p/1PPBBPPP/R2K3R b kq - 0 1,1,0,Timmoth
191661223,40317833,64,4501842,2596012,940347,550,5,0,10360,0,0,0,1739402033,1739402036,1.27774144e+08,2,911723390161019402,r3k2r/p1ppqpb1/bn2pnp1/3PN3/4P3/P1p2Q1p/1PPBBPPP/R4RK1 b kq - 0 1,1,0,Timmoth
158833997,30181249,18,3773773,761244,1611143,4711,438,0,2749,0,0,0,1739402033,1739402036,1.0588933e+08,2,3909301352895713302,r3k2r/p1ppqpb1/bn2pnp1/3PN3/4P3/PpN2QPp/1PPBBP1P/R3K2R b KQkq - 0 1,1,0,Timmoth
152310792,30793389,12,3621607,732312,1552714,4828,438,0,2691,0,0,0,1739402033,1739402036,5.0770264e+07,1,14856596191073534384,r3k2r/p1ppqpb1/bn2pnp1/3PN3/4P1P1/PpN2Q1p/1PPBBP1P/R3K2R b KQkq g3 0 1,1,0,Timmoth
169412495,37019899,21,3936407,2525188,2441928,4822,438,0,5021,0,0,0,1739402035,1739402038,5.6470832e+07,1,18256460667317307740,r3k2r/p1ppqpb1/bn2pnp1/3PN3/4P3/PpN2Q1p/RPPBBPPP/4K2R b Kkq - 0 1,1,0,Timmoth
173161994,35929940,22,4066573,2066348,1877548,2839,98,0,19159,0,0,0,1739402035,1739402038,1.1544133e+08,2,14426316273051295800,r3k2r/p1ppqpb1/bn2pnp1/3PN3/4P3/PpN2Q1p/1PPBBPPP/R3KR2 b Qkq - 0 1,1,0,Timmoth
