nodes,captures,enpassants,castles,promotions,direct_checks,single_discovered_check,direct_discovered_check,double_discovered_check,direct_checkmate,single_discovered_checkmate,direct_discoverd_checkmate,double_discoverd_checkmate,started_at,finished_at,nps,occurrences,hash,fen,account_id,worker_id,name
102630040,12611089,8,0,0,1865794,8894,2560,0,195,0,0,0,1739536806,1739536808,1.0263004e+08,2,312942917477405656,r4rk1/2p1qppp/ppnp1n2/2b1p3/2B1P1b1/PPNP1N2/2P1QPPP/R1B2RK1 b - - 0 1,1,0,Timmoth
116405868,14329386,8,0,0,2141945,8763,2463,0,211,0,0,0,1739536806,1739536808,1.1640587e+08,2,15351847487769017813,r4rk1/2p1qppp/ppnp1n2/2b1p3/2B1P1b1/PPNP1N2/2PBQPPP/R4RK1 b - - 0 1,1,0,Timmoth
123624030,15422344,13,0,0,878025,1462,348,0,213,0,0,0,1739536806,1739536808,1.2362403e+08,2,10342893310752492895,r4rk1/2p1qppp/ppnp1n2/2b1p3/2B1P1b1/PPNPBN2/2P1QPPP/R4RK1 b - - 0 1,1,0,Timmoth
101416490,12771944,1,0,0,1928794,8491,2395,0,56,0,0,0,1739536806,1739536808,1.0141649e+08,2,10989614431700511371,r4rk1/2p1qppp/ppnp1n2/2b1p3/2B1P1bB/PPNP1N2/2P1QPPP/R4RK1 b - - 0 1,1,0,Timmoth
110270214,14318981,8,0,0,2074101,8973,2508,0,197,0,0,0,1739536806,1739536808,1.10270216e+08,2,6934153391358839956,r4rk1/2p1qppp/ppnp1n2/2b1p1B1/2B1P1b1/PPNP1N2/2P1QPPP/1R3RK1 b - - 0 1,1,0,Timmoth
100136155,13222774,8,0,0,1863442,8429,2372,0,198,0,0,0,1739536806,1739536808,1.0013615e+08,2,5545028522804125022,r4rk1/2p1qppp/ppnp1n2/2b1p1B1/2B1P1b1/PPNP1N2/2P1QPPP/2R2RK1 b - - 0 1,1,0,Timmoth
86896891,11472261,8,0,0,1589970,6966,1944,0,156,0,0,0,1739536806,1739536808,8.689689e+07,2,3186623670556152127,r4rk1/2p1qppp/ppnp1n2/2b1p1B1/2B1P1b1/PPNP1N2/2P1QPPP/4RRK1 b - - 0 1,1,0,Timmoth
139128987,16734644,8,0,0,2426491,8494,2344,0,19,0,0,0,1739536808,1739536810,1.3912899e+08,2,14151585575783188180,r4rk1/1pp1qp1p/p1np1np1/2b1p1B1/2B1P1b1/PPNP1N2/2P1QPPP/R3R1K1 b - - 0 1,1,0,Timmoth
145637840,17333852,15,0,0,2612560,8844,2435,0,264,0,0,0,1739536808,1739536810,1.4563784e+08,2,439207165097143533,r4rk1/1pp1qp1p/p1np1np1/2b1p1B1/2B1P1b1/PPNP1N2/2PQ1PPP/R4RK1 b - - 0 1,1,0,Timmoth
160415454,21161597,1,0,0,3098277,9734,2740,0,912,0,0,0,1739536808,1739536810,1.6041546e+08,2,1690298938713566886,r4rk1/1pp1qpp1/p1np1n1p/2b1p1B1/2B1P1b1/PPNP1NP1/2P1QP1P/R4RK1 b - - 0 1,1,0,Timmoth
154553300,20786084,8,0,0,2612602,9512,2675,0,17,0,0,0,1739536808,1739536810,7.727665e+07,1,13876521917969799915,r4rk1/1pp1qpp1/p1np1n1p/2b1p1B1/2B1P1bP/PPNP1N2/2P1QPP1/R4RK1 b - h3 0 1,1,0,Timmoth
163408574,19157641,12,0,0,1004431,316,79,0,557,0,0,0,1739536808,1739536811,1.0893905e+08,2,8177328814273548175,r4rk1/1pp1qp1p/p1np1np1/2b1p1B1/2B1P1b1/PPNP1N2/2P1QPPP/R4R1K b - - 0 1,1,0,Timmoth
173746358,25698931,8,0,0,2979477,11319,3179,0,12,0,0,0,1739536808,1739536811,1.15830904e+08,2,15231247688588197740,r4rk1/1pp1qpp1/p1np1n1p/2b1p1B1/2B1P1b1/PPNP1N1P/2P1QPP1/R4RK1 b - - 0 1,1,0,Timmoth
172000702,25728370,8,0,0,3092677,10619,2961,0,228,0,0,0,1739536808,1739536811,5.7333568e+07,1,16507572794598798558,r4rk1/1pp1qpp1/p1np1n1p/2b1p1B1/1PB1P1b1/P1NP1N2/2P1QPPP/R4RK1 b - - 0 1,1,0,Timmoth
179945932,29261106,11,0,0,767931,5396,1353,0,190,0,0,0,1739536808,1739536811,1.1996395e+08,2,12165441375400371457,r4rk1/1pp1qpp1/p1np1n1p/2b1p1B1/2BPP1b1/PPN2N2/2P1QPPP/R4RK1 b - - 0 1,1,0,Timmoth
111953262,14480258,8,0,0,2068624,8793,2463,0,13,0,0,0,1739536806,1739536808,1.11953264e+08,2,773410552818908847,r4rk1/2p1qppp/ppnp1n2/2b1p1B1/2B1P1b1/PPNP1N2/2P1QPPP/RR4K1 b - - 0 1,1,0,Timmoth
111116425,14564690,8,0,0,2047536,8737,2449,0,13,0,0,0,1739536806,1739536808,1.11116424e+08,2,2770660560258903909,r4rk1/2p1qppp/ppnp1n2/2b1p1B1/2B1P1b1/PPNP1N2/2P1QPPP/R1R3K1 b - - 0 1,1,0,Timmoth
109972188,15615693,8,0,0,1925366,7713,2363,0,185,0,0,0,1739536806,1739536809,7.331479e+07,2,5675155737562220162,r4rk1/2p1qppp/p1np1n2/1pb1p1B1/2B1P1b1/PPNP1N2/2P1QPPP/3R1RK1 b - - 0 1,1,0,Timmoth
99398315,14157935,8,0,0,1716610,6534,1968,0,150,0,0,0,1739536806,1739536809,6.6265544e+07,2,2833901460766841753,r4rk1/2p1qppp/p1np1n2/1pb1p1B1/2B1P1b1/PPNP1N2/2P1QPPP/4RRK1 b - - 0 1,1,0,Timmoth
148729517,17015270,8,0,0,2552195,9195,2602,0,211,0,0,0,1739536809,1739536811,1.4872952e+08,2,3211829070109475675,r4rk1/1pp1qpp1/p1np1n1p/2b1p3/2B1P1b1/PPNP1N2/2PBQPPP/R4RK1 b - - 0 1,1,0,Timmoth
178134068,22749606,487,0,0,3041593,8438,2301,0,74,0,0,0,1739536809,1739536812,1.1875605e+08,2,16017907158576759356,r4rk1/1pp1qpp1/p1np1n1p/2b1p3/2B1PBb1/PPNP1N2/2P1QPPP/R4RK1 b - - 0 1,1,0,Timmoth
136915066,16910131,6,0,0,2751555,9380,2623,0,900,0,0,0,1739536809,1739536814,5.4766024e+07,2,11014943703546005188,r4rk1/1pp1qpp1/p1np1n2/2b1p1Bp/2B1P1b1/PPNP1NP1/2P1QP1P/R4RK1 b - - 0 1,7,0,Chester-alt
168908662,22587074,19,0,0,1097909,1854,449,0,163,0,0,0,1739536809,1739536815,5.6302888e+07,2,9039929765244229414,r4rk1/1pp1qpp1/p1np1n1p/2b1p1B1/2B1P1b1/PPNPQN2/2P2PPP/R4RK1 b - - 0 1,7,0,Chester-alt
182869504,23567520,12,0,0,1051141,316,79,0,577,0,0,0,1739536809,1739536815,6.09565e+07,2,736528784081851601,r4rk1/1pp1qpp1/p1np1n1p/2b1p1B1/2B1P1b1/PPNP1N2/2P1QPPP/R4R1K b - - 0 1,7,0,Chester-alt
126884015,17842476,8,0,0,2255193,8445,2546,0,191,0,0,0,1739536806,1739536809,8.4589344e+07,2,7734418613925152306,r4rk1/2p1qppp/p1np1n2/1pb1p1B1/2B1P1b1/PPNP1N2/2P1QPPP/1R3RK1 b - - 0 1,1,0,Timmoth
148062359,20936323,512,0,0,2639080,10890,3039,0,7,0,0,0,1739536809,1739536815,4.935412e+07,2,6686040114801219342,r4rk1/1pp1qpp1/p1np1n2/2b1p1Bp/2B1P1b1/PPNP1N1P/2P1QPP1/R4RK1 b - - 0 1,7,0,Chester-alt
